model_slug,N,T,layer,n_effective,n_censored,accuracy,q_mean,q_mean_ci_95,q_var,q_var_ci_95,q_abs_mean_exploratory,q_tail_mass,q_bimodality_bc,q_bimodality_dip,q_bimodality_dip_pval,ordered_rate,sg_label_rate,pm_rate,stagnation_after_move_rate,phase,q_count,hbar_norm_mean,hbar_norm_std
deepseek-r1-distill-qwen-7b,6,0.2,layer_mid,25,0,0.0,0.03488615310717693,"[0.0069361265043103165, 0.06742038440585595]",0.06690768845648187,"[0.0545281365692143, 0.08049087199373224]",0.17170628130354204,0.056666666666666664,0.39698212943796957,0.01961832131555345,0.636,0.0,0.48,0.0,0.0,spin_glass,300,68.97802569901316,54.12507419791253
deepseek-r1-distill-qwen-7b,6,0.3,layer_mid,25,0,0.0,0.04879362661140827,"[0.02281827120597454, 0.0778693764266287]",0.06173926403773032,"[0.050711937907188115, 0.07368254984900949]",0.17185422408203552,0.07666666666666666,0.5534942364405131,0.012296090624548608,0.998,0.0,0.52,0.0,0.0,spin_glass,300,51.693255279316965,40.9626528319996
deepseek-r1-distill-qwen-7b,6,0.4,layer_mid,25,0,0.0,0.06335718057349586,"[0.03580360291520365, 0.09168137497356565]",0.055931637972829074,"[0.04431923250242671, 0.06903080885712698]",0.1565217748099626,0.06,0.4241984842415388,0.01558609956856039,0.95,0.0,0.44,0.04,0.0,spin_glass,300,60.02878811057737,56.736575087572824
deepseek-r1-distill-qwen-7b,6,0.5,layer_mid,25,0,0.0,0.07007958736456926,"[0.04480300708982374, 0.09786927104844592]",0.05263992069407878,"[0.04080490810620084, 0.06551596352694813]",0.15222598653578379,0.05,0.38176419626789293,0.017028858465594716,0.854,0.0,0.4,0.0,0.0,spin_glass,300,77.20667790055379,58.67271171082831
deepseek-r1-distill-qwen-7b,6,0.6,layer_mid,25,0,0.0,0.03690398740315442,"[0.01743694598456757, 0.06029130652684053]",0.04008062533211394,"[0.0307948746523342, 0.0500479818808081]",0.13412360146899896,0.02666666666666667,0.42937806419381064,0.015435629392751693,0.94,0.0,0.4,0.04,0.0,spin_glass,300,73.22640828925792,56.01906766981088
deepseek-r1-distill-qwen-7b,6,0.7,layer_mid,25,0,0.0,0.028526222976963885,"[0.004428291466386575, 0.05313302797986051]",0.04844364515370855,"[0.03927602490702404, 0.059153736775477056]",0.1540034495727199,0.043333333333333335,0.4718072250894246,0.013696810968479417,0.99,0.0,0.44,0.0,0.0,spin_glass,300,51.678758238793925,42.48798241745972
deepseek-r1-distill-qwen-7b,6,0.8,layer_mid,25,0,0.0,0.09032000347311833,"[0.06297954194772698, 0.11626994263920326]",0.05819429152458835,"[0.046884840509752314, 0.06854633271011501]",0.18274795760868,0.07666666666666666,0.42061727083654765,0.013874208044997923,0.99,0.0,0.48,0.0,0.0,spin_glass,300,51.42250118369179,42.326269801349625
deepseek-r1-distill-qwen-7b,6,0.9,layer_mid,25,0,0.0,0.08104536940924321,"[0.058034614690745084, 0.10447710739690273]",0.0458066196161605,"[0.03724523472448388, 0.0568981388647456]",0.15080107207347632,0.06333333333333334,0.4375835753384758,0.011591319809688734,1.0,0.0,0.44,0.0,0.0,spin_glass,300,60.138473038453796,44.60501788479083
deepseek-r1-distill-qwen-7b,6,1.0,layer_mid,25,0,0.0,0.08918207911512202,"[0.07083922189242875, 0.10896162108811196]",0.02595894871655442,"[0.020929058435329943, 0.031152378593609198]",0.12900130701504492,0.016666666666666666,0.5041419582543948,0.011439038491236666,1.0,0.0,0.28,0.0,0.0,spin_glass,300,71.09351481169134,48.29929704549139
deepseek-r1-distill-qwen-7b,6,1.1,layer_mid,30,0,0.0,0.051199572091719485,"[0.0391051870365667, 0.06388120494598204]",0.016869370223731646,"[0.012776903213188558, 0.021511012680843974]",0.08162893944306478,0.029885057471264367,0.6645504326902706,0.010564435955254095,0.998,0.0,0.03333333333333333,0.1,0.0,spin_glass,435,97.2751370301685,46.12589629519011
deepseek-r1-distill-qwen-7b,6,1.2,layer_mid,30,0,0.0,0.03250560791515097,"[0.022370750853222553, 0.04173543017690537]",0.011290244786752801,"[0.008002857023015257, 0.015445672082678028]",0.06682544065327291,0.011494252873563218,0.5552290308114185,0.014006541578320207,0.862,0.0,0.03333333333333333,0.4,0.0,undetermined,435,115.71584276481173,36.31120276602357
deepseek-r1-distill-qwen-7b,6,1.3,layer_mid,30,0,0.0,0.04528289400545891,"[0.03487076473110033, 0.05515501006627082]",0.01104450024895408,"[0.006855490536461966, 0.016250377488589138]",0.06885049511556397,0.013793103448275862,0.582933815195697,0.014566049552600682,0.84,0.0,0.0,0.5,0.0,undetermined,435,120.01319755350214,29.707121615051
deepseek-r1-distill-qwen-7b,6,1.4,layer_mid,30,0,0.0,0.023591031817274354,"[0.015773046630294666, 0.03192782136462686]",0.00762869803001903,"[0.0053193068183235515, 0.010553101458887042]",0.058880280380975876,0.0022988505747126436,0.3912463784076832,0.013579910547556091,0.892,0.0,0.0,0.6,0.0,paramagnetic,435,124.48192728312921,24.834540694182547
deepseek-r1-distill-qwen-7b,6,1.5,layer_mid,30,0,0.0,0.02472277704808957,"[0.01619657411462669, 0.03227629840601733]",0.007984278953052653,"[0.0059369778839335205, 0.010280515910054758]",0.06278908687457915,0.004597701149425287,0.4070160389416598,0.010049839044386883,0.998,0.0,0.0,0.6333333333333333,0.0,paramagnetic,435,123.87542158534218,24.951532710640368
deepseek-r1-distill-qwen-7b,6,1.8,layer_mid,30,0,0.0,0.044558789837139685,"[0.03718330254590005, 0.05265012861372338]",0.007163532408802301,"[0.0059410618772724804, 0.008460720423927369]",0.0709540138306457,0.0,0.3526700587915655,0.013727228175542032,0.904,0.0,0.0,0.9,0.0,paramagnetic,435,130.46332155374694,9.836983559750132
deepseek-r1-distill-qwen-7b,6,2.0,layer_mid,30,0,0.0,0.04283282337224402,"[0.03422302238823124, 0.0509562838516633]",0.0078424198357278,"[0.006596225625078008, 0.00905690475489985]",0.07588821802890451,0.0,0.31091314059289343,0.011721782218495047,0.984,0.0,0.0,0.9,0.0,paramagnetic,435,131.41333264546864,10.593887074533528
deepseek-r1-distill-qwen-7b,6,2.5,layer_mid,30,0,0.0,0.05825217074863252,"[0.05109928972532467, 0.0658538847154368]",0.0060497338956661305,"[0.0051737976804315565, 0.006978241561859841]",0.07554622069490019,0.0,0.3542468884721785,0.009829076027133916,1.0,0.0,0.0,1.0,0.0,paramagnetic,435,134.54687769879473,11.290494198382454
deepseek-r1-distill-qwen-7b,6,3.0,layer_mid,30,0,0.0,0.07487624745380173,"[0.06708468412926179, 0.08357818380754971]",0.007649637363770404,"[0.006583408909808646, 0.008901425958991682]",0.08891642493308882,0.0,0.3898445896004554,0.01039966812835499,1.0,0.0,0.0,1.0,0.0,paramagnetic,435,135.44240057373838,13.786352409400873
